Year,Stage,Host-Country,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,MatchID
1990,Group A,Italy,Italy,2,0,Czechoslovakia,,263
1990,Group A,Italy,Austria,2,1,USA,,48
1990,Group C,Italy,Brazil,1,0,Scotland,,74
1990,Group C,Italy,Sweden,1,2,Costa Rica,,128
1990,Group E,Italy,Korea Republic,0,1,Uruguay,,290
1990,Group E,Italy,Belgium,1,2,Spain,,56
1990,Group F,Italy,"rn"">Republic of Ireland",1,1,Netherlands,,228
1990,Group F,Italy,England,1,0,Egypt,,150
1990,Round of 16,Italy,Cameroon,2,1,Colombia,Cameroon win after extra time,102
1990,Round of 16,Italy,Czechoslovakia,4,1,Costa Rica,,129
1990,Round of 16,Italy,Brazil,0,1,Argentina,,25
1990,Round of 16,Italy,Germany FR,2,1,Netherlands,,196
1990,Round of 16,Italy,"rn"">Republic of Ireland",0,0,Romania,Republic of Ireland win on penalties (5 - 4),248
1990,Round of 16,Italy,Italy,2,0,Uruguay,,264
1990,Round of 16,Italy,Spain,1,2,Yugoslavia,Yugoslavia win after extra time,181
1990,Round of 16,Italy,England,1,0,Belgium,England win after extra time,55
1990,Quarter-finals,Italy,Yugoslavia,0,0,Argentina,win on penalties (2 - 3),31
1990,Quarter-finals,Italy,Italy,1,0,"rn"">Republic of Ireland",,243
1990,Quarter-finals,Italy,Germany FR,1,0,Czechoslovakia,,197
1990,Quarter-finals,Italy,England,3,2,Cameroon,England win after extra time,103
1990,Semi-finals,Italy,Italy,1,1,Argentina,win on penalties (3 - 4),28
1990,Semi-finals,Italy,Germany FR,1,1,England,win on penalties (4 - 3),159
1990,Match for third place,Italy,Italy,2,1,England,,162
1990,Final,Italy,Germany FR,1,0,Argentina,,27
1994,Group C,USA,Spain,2,2,Korea Republic,,3050
1994,Group C,USA,Germany,1,0,Bolivia,,3049
1994,Group A,USA,USA,1,1,Switzerland,,3051
1994,Group E,USA,Italy,0,1,"rn"">Republic of Ireland",,3052
1994,Group A,USA,Colombia,1,3,Romania,,3053
1994,Group F,USA,Belgium,1,0,Morocco,,3054
1994,Group E,USA,Norway,1,0,Mexico,,3055
1994,Group B,USA,Cameroon,2,2,Sweden,,3056
1994,Group F,USA,Netherlands,2,1,Saudi Arabia,,3058
1994,Group B,USA,Brazil,2,0,Russia,,3057
1994,Group D,USA,Argentina,4,0,Greece,,3059
1994,Group D,USA,Nigeria,3,0,Bulgaria,,3061
1994,Group C,USA,Germany,1,1,Spain,,3060
1994,Group A,USA,Romania,1,4,Switzerland,,3062
1994,Group A,USA,USA,2,1,Colombia,,3063
1994,Group E,USA,Italy,1,0,Norway,,3064
1994,Group C,USA,Korea Republic,0,0,Bolivia,,3065
1994,Group E,USA,Mexico,2,1,"rn"">Republic of Ireland",,3066
1994,Group B,USA,Sweden,3,1,Russia,,3068
1994,Group B,USA,Brazil,3,0,Cameroon,,3067
1994,Group F,USA,Belgium,1,0,Netherlands,,3069
1994,Group F,USA,Saudi Arabia,2,1,Morocco,,3070
1994,Group D,USA,Argentina,2,1,Nigeria,,3071
1994,Group D,USA,Bulgaria,4,0,Greece,,3072
1994,Group A,USA,USA,0,1,Romania,,3073
1994,Group A,USA,Switzerland,0,2,Colombia,,3074
1994,Group C,USA,Germany,3,2,Korea Republic,,3076
1994,Group C,USA,Bolivia,1,3,Spain,,3075
1994,Group E,USA,"rn"">Republic of Ireland",0,0,Norway,,3077
1994,Group B,USA,Brazil,1,1,Sweden,,3080
1994,Group E,USA,Italy,1,1,Mexico,,3078
1994,Group B,USA,Russia,6,1,Cameroon,,3079
1994,Group F,USA,Morocco,1,2,Netherlands,,3081
1994,Group F,USA,Belgium,0,1,Saudi Arabia,,3082
1994,Group D,USA,Greece,0,2,Nigeria,,3083
1994,Group D,USA,Argentina,0,2,Bulgaria,,3084
1994,Round of 16,USA,Germany,3,2,Belgium,,3085
1994,Round of 16,USA,Spain,3,0,Switzerland,,3086
1994,Round of 16,USA,Saudi Arabia,1,3,Sweden,,3087
1994,Round of 16,USA,Romania,3,2,Argentina,,3088
1994,Round of 16,USA,Netherlands,2,0,"rn"">Republic of Ireland",,3089
1994,Round of 16,USA,Brazil,1,0,USA,,3090
1994,Round of 16,USA,Nigeria,1,2,Italy,Italy win after extra time,3091
1994,Round of 16,USA,Mexico,1,1,Bulgaria,Bulgaria win on penalties (1 - 3),3092
1994,Quarter-finals,USA,Italy,2,1,Spain,,3097
1994,Quarter-finals,USA,Netherlands,2,3,Brazil,,3098
1994,Quarter-finals,USA,Bulgaria,2,1,Germany,,3096
1994,Quarter-finals,USA,Romania,2,2,Sweden,Sweden win on penalties (4 - 5),3095
1994,Semi-finals,USA,Bulgaria,1,2,Italy,,3100
1994,Semi-finals,USA,Sweden,0,1,Brazil,,3099
1994,Match for third place,USA,Sweden,4,0,Bulgaria,,3103
1994,Final,USA,Brazil,0,0,Italy,Brazil win on penalties (3 - 2),3104
1998,Group A,France,Brazil,2,1,Scotland,,4000
1998,Group A,France,Morocco,2,2,Norway,,8725
1998,Group B,France,Italy,2,2,Chile,,8726
1998,Group B,France,Cameroon,1,1,Austria,,8727
1998,Group D,France,Paraguay,0,0,Bulgaria,,8728
1998,Group C,France,Saudi Arabia,0,1,Denmark,,8729
1998,Group C,France,France,3,0,South Africa,,8730
1998,Group D,France,Spain,2,3,Nigeria,,8731
1998,Group E,France,Korea Republic,1,3,Mexico,,8732
1998,Group E,France,Netherlands,0,0,Belgium,,8733
1998,Group H,France,Argentina,1,0,Japan,,8734
1998,Group F,France,Yugoslavia,1,0,Iran,,8735
1998,Group H,France,Jamaica,1,3,Croatia,,8736
1998,Group G,France,England,2,0,Tunisia,,8740
1998,Group G,France,Romania,1,0,Colombia,,8739
1998,Group F,France,Germany,2,0,USA,,8738
1998,Group A,France,Scotland,1,1,Norway,,8741
1998,Group A,France,Brazil,3,0,Morocco,,8742
1998,Group B,France,Chile,1,1,Austria,,8743
1998,Group B,France,Italy,3,0,Cameroon,,8744
1998,Group C,France,South Africa,1,1,Denmark,,8746
1998,Group C,France,France,4,0,Saudi Arabia,,8745
1998,Group D,France,Nigeria,1,0,Bulgaria,,8747
1998,Group D,France,Spain,0,0,Paraguay,,8748
1998,Group H,France,Japan,0,1,Croatia,,8751
1998,Group E,France,Belgium,2,2,Mexico,,8750
1998,Group E,France,Netherlands,5,0,Korea Republic,,8749
1998,Group F,France,Germany,2,2,Yugoslavia,,8753
1998,Group H,France,Argentina,5,0,Jamaica,,8752
1998,Group F,France,USA,1,2,Iran,,8754
1998,Group G,France,Colombia,1,0,Tunisia,,8755
1998,Group G,France,Romania,2,1,England,,8756
1998,Group B,France,Italy,2,1,Austria,,8757
1998,Group B,France,Chile,1,1,Cameroon,,8760
1998,Group A,France,Scotland,0,3,Morocco,,8758
1998,Group A,France,Brazil,1,2,Norway,,8759
1998,Group C,France,France,2,1,Denmark,,8762
1998,Group C,France,South Africa,2,2,Saudi Arabia,,8764
1998,Group D,France,Spain,6,1,Bulgaria,,8761
1998,Group D,France,Nigeria,1,3,Paraguay,,8763
1998,Group E,France,Belgium,1,1,Korea Republic,,8765
1998,Group E,France,Netherlands,2,2,Mexico,,8766
1998,Group F,France,Germany,2,0,Iran,,8767
1998,Group F,France,USA,0,1,Yugoslavia,,8768
1998,Group H,France,Japan,1,2,Jamaica,,8771
1998,Group H,France,Argentina,1,0,Croatia,,8772
1998,Group G,France,Romania,1,1,Tunisia,,8769
1998,Group G,France,Colombia,0,2,England,,8770
1998,Round of 16,France,Italy,1,0,Norway,,8774
1998,Round of 16,France,Brazil,4,1,Chile,,8773
1998,Round of 16,France,France,1,0,Paraguay,France win after extra time,8776
1998,Round of 16,France,Nigeria,1,4,Denmark,,8775
1998,Round of 16,France,Germany,2,1,Mexico,,8777
1998,Round of 16,France,Netherlands,2,1,Yugoslavia,,8778
1998,Round of 16,France,Romania,0,1,Croatia,,8780
1998,Round of 16,France,Argentina,2,2,England,Argentina win on penalties (4 - 3),8779
1998,Quarter-finals,France,Italy,0,0,France,France win on penalties (3 - 4),8781
1998,Quarter-finals,France,Brazil,3,2,Denmark,,8782
1998,Quarter-finals,France,Netherlands,2,1,Argentina,,8784
1998,Quarter-finals,France,Germany,0,3,Croatia,,8783
1998,Semi-finals,France,Brazil,1,1,Netherlands,Brazil win on penalties (4 - 2),8785
1998,Semi-finals,France,France,2,1,Croatia,,8786
1998,Match for third place,France,Netherlands,1,2,Croatia,,8787
1998,Final,France,Brazil,0,3,France,,8788
2002,Group A,South Korea/Japan,France,0,1,Senegal,,43950001
2002,Group A,South Korea/Japan,Uruguay,1,2,Denmark,,43950003
2002,Group E,South Korea/Japan,"rn"">Republic of Ireland",1,1,Cameroon,,43950002
2002,Group E,South Korea/Japan,Germany,8,0,Saudi Arabia,,43950004
2002,Group F,South Korea/Japan,Argentina,1,0,Nigeria,,43950007
2002,Group B,South Korea/Japan,Paraguay,2,2,South Africa,,43950006
2002,Group F,South Korea/Japan,England,1,1,Sweden,,43950005
2002,Group B,South Korea/Japan,Spain,3,1,Slovenia,,43950008
2002,Group C,South Korea/Japan,Brazil,2,1,Turkey,,43950010
2002,Group G,South Korea/Japan,Italy,2,0,Ecuador,,43950011
2002,Group G,South Korea/Japan,Croatia,0,1,Mexico,,43950009
2002,Group C,South Korea/Japan,China PR,0,2,Costa Rica,,43950012
2002,Group H,South Korea/Japan,Japan,2,2,Belgium,,43950013
2002,Group D,South Korea/Japan,Korea Republic,2,0,Poland,,43950014
2002,Group H,South Korea/Japan,Russia,2,0,Tunisia,,43950015
2002,Group D,South Korea/Japan,USA,3,2,Portugal,,43950016
2002,Group E,South Korea/Japan,Germany,1,1,"rn"">Republic of Ireland",,43950017
2002,Group A,South Korea/Japan,Denmark,1,1,Senegal,,43950020
2002,Group E,South Korea/Japan,Cameroon,1,0,Saudi Arabia,,43950019
2002,Group A,South Korea/Japan,France,0,0,Uruguay,,43950018
2002,Group F,South Korea/Japan,Sweden,2,1,Nigeria,,43950021
2002,Group F,South Korea/Japan,Argentina,0,1,England,,43950023
2002,Group B,South Korea/Japan,Spain,3,1,Paraguay,,43950022
2002,Group B,South Korea/Japan,South Africa,1,0,Slovenia,,43950024
2002,Group C,South Korea/Japan,Brazil,4,0,China PR,,43950026
2002,Group G,South Korea/Japan,Italy,1,2,Croatia,,43950025
2002,Group C,South Korea/Japan,Costa Rica,1,1,Turkey,,43950028
2002,Group H,South Korea/Japan,Japan,1,0,Russia,,43950029
2002,Group G,South Korea/Japan,Mexico,2,1,Ecuador,,43950027
2002,Group D,South Korea/Japan,Korea Republic,1,1,USA,,43950030
2002,Group D,South Korea/Japan,Portugal,4,0,Poland,,43950032
2002,Group H,South Korea/Japan,Tunisia,1,1,Belgium,,43950031
2002,Group A,South Korea/Japan,Denmark,2,0,France,,43950033
2002,Group A,South Korea/Japan,Senegal,3,3,Uruguay,,43950034
2002,Group E,South Korea/Japan,Saudi Arabia,0,3,"rn"">Republic of Ireland",,43950036
2002,Group E,South Korea/Japan,Cameroon,0,2,Germany,,43950035
2002,Group F,South Korea/Japan,Sweden,1,1,Argentina,,43950037
2002,Group F,South Korea/Japan,Nigeria,0,0,England,,43950038
2002,Group B,South Korea/Japan,Slovenia,1,3,Paraguay,,43950040
2002,Group B,South Korea/Japan,South Africa,2,3,Spain,,43950039
2002,Group C,South Korea/Japan,Costa Rica,2,5,Brazil,,43950041
2002,Group C,South Korea/Japan,Turkey,3,0,China PR,,43950042
2002,Group G,South Korea/Japan,Ecuador,1,0,Croatia,,43950044
2002,Group G,South Korea/Japan,Mexico,1,1,Italy,,43950043
2002,Group H,South Korea/Japan,Tunisia,0,2,Japan,,43950045
2002,Group D,South Korea/Japan,Portugal,0,1,Korea Republic,,43950047
2002,Group D,South Korea/Japan,Poland,3,1,USA,,43950048
2002,Group H,South Korea/Japan,Belgium,3,2,Russia,,43950046
2002,Round of 16,South Korea/Japan,Denmark,0,3,England,,43950050
2002,Round of 16,South Korea/Japan,Germany,1,0,Paraguay,,43950049
2002,Round of 16,South Korea/Japan,Spain,1,1,"rn"">Republic of Ireland",Spain win on penalties (3 - 2),43950052
2002,Round of 16,South Korea/Japan,Sweden,1,2,Senegal,Win on Golden Goal,43950051
2002,Round of 16,South Korea/Japan,Brazil,2,0,Belgium,,43950054
2002,Round of 16,South Korea/Japan,Mexico,0,2,USA,,43950053
2002,Round of 16,South Korea/Japan,Japan,0,1,Turkey,,43950055
2002,Round of 16,South Korea/Japan,Korea Republic,2,1,Italy,Win on Golden Goal,43950056
2002,Quarter-finals,South Korea/Japan,England,1,2,Brazil,,43950057
2002,Quarter-finals,South Korea/Japan,Germany,1,0,USA,,43950058
2002,Quarter-finals,South Korea/Japan,Senegal,0,1,Turkey,Win on Golden Goal,43950060
2002,Quarter-finals,South Korea/Japan,Spain,0,0,Korea Republic,Korea Republic win on penalties (3 - 5),43950059
2002,Semi-finals,South Korea/Japan,Germany,1,0,Korea Republic,,43950061
2002,Semi-finals,South Korea/Japan,Brazil,1,0,Turkey,,43950062
2002,Third place,South Korea/Japan,Korea Republic,2,3,Turkey,,43950063
2002,Final,South Korea/Japan,Germany,0,2,Brazil,,43950064
2006,Group A,Germany,Germany,4,2,Costa Rica,,97410001
2006,Group A,Germany,Poland,0,2,Ecuador,,97410002
2006,Group B,Germany,England,1,0,Paraguay,,97410003
2006,Group B,Germany,"rn"">Trinidad and Tobago",0,0,Sweden,,97410004
2006,Group C,Germany,Argentina,2,1,C�te d'Ivoire,,97410005
2006,Group C,Germany,"rn"">Serbia and Montenegro",0,1,Netherlands,,97410006
2006,Group D,Germany,Mexico,3,1,Iran,,97410007
2006,Group D,Germany,Angola,0,1,Portugal,,97410008
2006,Group F,Germany,Australia,3,1,Japan,,97410012
2006,Group E,Germany,USA,0,3,Czech Republic,,97410010
2006,Group E,Germany,Italy,2,0,Ghana,,97410009
2006,Group G,Germany,Korea Republic,2,1,Togo,,97410014
2006,Group G,Germany,France,0,0,Switzerland,,97410013
2006,Group F,Germany,Brazil,1,0,Croatia,,97410011
2006,Group H,Germany,Spain,4,0,Ukraine,,97410015
2006,Group H,Germany,Tunisia,2,2,Saudi Arabia,,97410016
2006,Group A,Germany,Germany,1,0,Poland,,97410017
2006,Group A,Germany,Ecuador,3,0,Costa Rica,,97410018
2006,Group B,Germany,England,2,0,"rn"">Trinidad and Tobago",,97410019
2006,Group B,Germany,Sweden,1,0,Paraguay,,97410020
2006,Group C,Germany,Argentina,6,0,"rn"">Serbia and Montenegro",,97410021
2006,Group C,Germany,Netherlands,2,1,C�te d'Ivoire,,97410022
2006,Group D,Germany,Mexico,0,0,Angola,,97410023
2006,Group D,Germany,Portugal,2,0,IR Iran,,97410024
2006,Group E,Germany,Czech Republic,0,2,Ghana,,97410026
2006,Group E,Germany,Italy,1,1,USA,,97410025
2006,Group F,Germany,Japan,0,0,Croatia,,97410028
2006,Group F,Germany,Brazil,2,0,Australia,,97410027
2006,Group G,Germany,France,1,1,Korea Republic,,97410029
2006,Group G,Germany,Togo,0,2,Switzerland,,97410030
2006,Group H,Germany,Saudi Arabia,0,4,Ukraine,,97410032
2006,Group H,Germany,Spain,3,1,Tunisia,,97410031
2006,Group A,Germany,Ecuador,0,3,Germany,,97410033
2006,Group A,Germany,Costa Rica,1,2,Poland,,97410034
2006,Group B,Germany,Sweden,2,2,England,,97410035
2006,Group B,Germany,Paraguay,2,0,"rn"">Trinidad and Tobago",,97410036
2006,Group D,Germany,Iran,1,1,Angola,,97410040
2006,Group D,Germany,Portugal,2,1,Mexico,,97410039
2006,Group C,Germany,Netherlands,0,0,Argentina,,97410037
2006,Group C,Germany,C�te d'Ivoire,3,2,"rn"">Serbia and Montenegro",,97410038
2006,Group E,Germany,Czech Republic,0,2,Italy,,97410041
2006,Group E,Germany,Ghana,2,1,USA,,97410042
2006,Group F,Germany,Japan,1,4,Brazil,,97410043
2006,Group F,Germany,Croatia,2,2,Australia,,97410044
2006,Group H,Germany,Ukraine,1,0,Tunisia,,97410048
2006,Group H,Germany,Saudi Arabia,0,1,Spain,,97410047
2006,Group G,Germany,Togo,0,2,France,,97410045
2006,Group G,Germany,Switzerland,2,0,Korea Republic,,97410046
2006,Round of 16,Germany,Germany,2,0,Sweden,,97410049
2006,Round of 16,Germany,Argentina,2,1,Mexico,Argentina win after extra time,97410050
2006,Round of 16,Germany,England,1,0,Ecuador,,97410051
2006,Round of 16,Germany,Portugal,1,0,Netherlands,,97410052
2006,Round of 16,Germany,Italy,1,0,Australia,,97410053
2006,Round of 16,Germany,Switzerland,0,0,Ukraine,Ukraine win on penalties (0 - 3),97410054
2006,Round of 16,Germany,Brazil,3,0,Ghana,,97410055
2006,Round of 16,Germany,Spain,1,3,France,,97410056
2006,Quarter-finals,Germany,Germany,1,1,Argentina,Germany win on penalties (4 - 2),97410057
2006,Quarter-finals,Germany,Italy,3,0,Ukraine,,97410058
2006,Quarter-finals,Germany,England,0,0,Portugal,Portugal win on penalties (1 - 3),97410059
2006,Quarter-finals,Germany,Brazil,0,1,France,,97410060
2006,Semi-finals,Germany,Germany,0,2,Italy,Italy win after extra time,97410061
2006,Semi-finals,Germany,Portugal,0,1,France,,97410062
2006,Third place,Germany,Germany,3,1,Portugal,,97410063
2006,Final,Germany,Italy,1,1,France,Italy win on penalties (5 - 3),97410064
2010,Group A,South Africa,South Africa,1,1,Mexico,,300061454
2010,Group A,South Africa,Uruguay,0,0,France,,300061453
2010,Group B,South Africa,Korea Republic,2,0,Greece,,300061459
2010,Group B,South Africa,Argentina,1,0,Nigeria,,300061460
2010,Group C,South Africa,England,1,1,USA,,300061466
2010,Group C,South Africa,Algeria,0,1,Slovenia,,300061465
2010,Group D,South Africa,Serbia,0,1,Ghana,,300061471
2010,Group D,South Africa,Germany,4,0,Australia,,300111116
2010,Group E,South Africa,Netherlands,2,0,Denmark,,300061478
2010,Group E,South Africa,Japan,1,0,Cameroon,,300061477
2010,Group F,South Africa,Italy,1,1,Paraguay,,300061484
2010,Group F,South Africa,New Zealand,1,1,Slovakia,,300061483
2010,Group G,South Africa,C�te d'Ivoire,0,0,Portugal,,300061489
2010,Group G,South Africa,Brazil,2,1,Korea DPR,,300061490
2010,Group H,South Africa,Honduras,0,1,Chile,,300061495
2010,Group H,South Africa,Spain,0,1,Switzerland,,300111112
2010,Group A,South Africa,South Africa,0,3,Uruguay,,300061452
2010,Group B,South Africa,Argentina,4,1,Korea Republic,,300061458
2010,Group B,South Africa,Greece,2,1,Nigeria,,300061457
2010,Group A,South Africa,France,0,2,Mexico,,300061451
2010,Group D,South Africa,Germany,0,1,Serbia,,300061470
2010,Group C,South Africa,Slovenia,2,2,USA,,300061463
2010,Group C,South Africa,England,0,0,Algeria,,300061464
2010,Group E,South Africa,Netherlands,1,0,Japan,,300111117
2010,Group D,South Africa,Ghana,1,1,Australia,,300061469
2010,Group E,South Africa,Cameroon,1,2,Denmark,,300061475
2010,Group F,South Africa,Slovakia,0,2,Paraguay,,300061481
2010,Group F,South Africa,Italy,1,1,New Zealand,,300061482
2010,Group G,South Africa,Brazil,3,1,C�te d'Ivoire,,300061488
2010,Group G,South Africa,Portugal,7,0,Korea DPR,,300061487
2010,Group H,South Africa,Chile,1,0,Switzerland,,300061493
2010,Group H,South Africa,Spain,2,0,Honduras,,300061494
2010,Group A,South Africa,Mexico,0,1,Uruguay,,300061450
2010,Group A,South Africa,France,1,2,South Africa,,300061449
2010,Group B,South Africa,Nigeria,2,2,Korea Republic,,300111115
2010,Group B,South Africa,Greece,0,2,Argentina,,300061455
2010,Group C,South Africa,Slovenia,0,1,England,,300061462
2010,Group C,South Africa,USA,1,0,Algeria,,300061461
2010,Group D,South Africa,Ghana,0,1,Germany,,300061468
2010,Group D,South Africa,Australia,2,1,Serbia,,300061467
2010,Group F,South Africa,Slovakia,3,2,Italy,,300061480
2010,Group F,South Africa,Paraguay,0,0,New Zealand,,300061479
2010,Group E,South Africa,Denmark,1,3,Japan,,300061474
2010,Group E,South Africa,Cameroon,1,2,Netherlands,,300061473
2010,Group G,South Africa,Portugal,0,0,Brazil,,300111111
2010,Group G,South Africa,Korea DPR,0,3,C�te d'Ivoire,,300061486
2010,Group H,South Africa,Chile,1,2,Spain,,300061491
2010,Group H,South Africa,Switzerland,0,0,Honduras,,300061492
2010,Round of 16,South Africa,Uruguay,2,1,Korea Republic,,300061504
2010,Round of 16,South Africa,USA,1,2,Ghana,Ghana win after extra time,300061503
2010,Round of 16,South Africa,Germany,4,1,England,,300061501
2010,Round of 16,South Africa,Argentina,3,1,Mexico,,300061502
2010,Round of 16,South Africa,Netherlands,2,1,Slovakia,,300111113
2010,Round of 16,South Africa,Brazil,3,0,Chile,,300061500
2010,Round of 16,South Africa,Paraguay,0,0,Japan,Paraguay win on penalties (5 - 3),300061497
2010,Round of 16,South Africa,Spain,1,0,Portugal,,300061498
2010,Quarter-finals,South Africa,Netherlands,2,1,Brazil,,300061507
2010,Quarter-finals,South Africa,Uruguay,1,1,Ghana,Uruguay win on penalties (4 - 2),300061508
2010,Quarter-finals,South Africa,Argentina,0,4,Germany,,300061505
2010,Quarter-finals,South Africa,Paraguay,0,1,Spain,,300061506
2010,Semi-finals,South Africa,Uruguay,2,3,Netherlands,,300061512
2010,Semi-finals,South Africa,Germany,0,1,Spain,,300111114
2010,Match for third place,South Africa,Uruguay,2,3,Germany,,300061510
2010,Final,South Africa,Netherlands,0,1,Spain,Spain win after extra time,300061509
2014,Group A,Brazil,Brazil,3,1,Croatia,,300186456
2014,Group A,Brazil,Mexico,1,0,Cameroon,,300186492
2014,Group B,Brazil,Spain,1,5,Netherlands,,300186510
2014,Group B,Brazil,Chile,3,1,Australia,,300186473
2014,Group C,Brazil,Colombia,3,0,Greece,,300186471
2014,Group D,Brazil,Uruguay,1,3,Costa Rica,,300186489
2014,Group D,Brazil,England,1,2,Italy,,300186513
2014,Group C,Brazil,C�te d'Ivoire,2,1,Japan,,300186507
2014,Group E,Brazil,Switzerland,2,1,Ecuador,,300186494
2014,Group E,Brazil,France,3,0,Honduras,,300186496
2014,Group F,Brazil,Argentina,2,1,"rn"">Bosnia and Herzegovina",,300186477
2014,Group G,Brazil,Germany,4,0,Portugal,,300186475
2014,Group F,Brazil,IR Iran,0,0,Nigeria,,300186505
2014,Group G,Brazil,Ghana,1,2,USA,,300186512
2014,Group H,Brazil,Belgium,2,1,Algeria,,300186479
2014,Group A,Brazil,Brazil,0,0,Mexico,,300186509
2014,Group H,Brazil,Russia,1,1,Korea Republic,,300186499
2014,Group B,Brazil,Australia,2,3,Netherlands,,300186478
2014,Group B,Brazil,Spain,0,2,Chile,,300186498
2014,Group A,Brazil,Cameroon,0,4,Croatia,,300186453
2014,Group C,Brazil,Colombia,2,1,C�te d'Ivoire,,300186468
2014,Group D,Brazil,Uruguay,2,1,England,,300186486
2014,Group C,Brazil,Japan,0,0,Greece,,300186454
2014,Group D,Brazil,Italy,0,1,Costa Rica,,300186500
2014,Group E,Brazil,Switzerland,2,5,France,,300186514
2014,Group E,Brazil,Honduras,1,2,Ecuador,,300186463
2014,Group F,Brazil,Argentina,1,0,IR Iran,,300186466
2014,Group G,Brazil,Germany,2,2,Ghana,,300186493
2014,Group F,Brazil,Nigeria,1,0,"rn"">Bosnia and Herzegovina",,300186511
2014,Group H,Brazil,Belgium,1,0,Russia,,300186481
2014,Group H,Brazil,Korea Republic,2,4,Algeria,,300186495
2014,Group G,Brazil,USA,2,2,Portugal,,300186483
2014,Group B,Brazil,Australia,0,3,Spain,,300186467
2014,Group B,Brazil,Netherlands,2,0,Chile,,300186470
2014,Group A,Brazil,Cameroon,1,4,Brazil,,300186472
2014,Group A,Brazil,Croatia,1,3,Mexico,,300186452
2014,Group D,Brazil,Italy,0,1,Uruguay,,300186465
2014,Group D,Brazil,Costa Rica,0,0,England,,300186484
2014,Group C,Brazil,Japan,1,4,Colombia,,300186457
2014,Group C,Brazil,Greece,2,1,C�te d'Ivoire,,300186455
2014,Group F,Brazil,Nigeria,2,3,Argentina,,300186458
2014,Group F,Brazil,"rn"">Bosnia and Herzegovina",3,1,IR Iran,,300186464
2014,Group E,Brazil,Honduras,0,3,Switzerland,,300186482
2014,Group E,Brazil,Ecuador,0,0,France,,300186515
2014,Group G,Brazil,USA,0,1,Germany,,300186469
2014,Group G,Brazil,Portugal,2,1,Ghana,,300186476
2014,Group H,Brazil,Korea Republic,0,1,Belgium,,300186480
2014,Group H,Brazil,Algeria,1,1,Russia,,300186506
2014,Round of 16,Brazil,Brazil,1,1,Chile,Brazil win on penalties (3 - 2),300186487
2014,Round of 16,Brazil,Colombia,2,0,Uruguay,,300186491
2014,Round of 16,Brazil,France,2,0,Nigeria,,300186462
2014,Round of 16,Brazil,Germany,2,1,Algeria,Germany win after extra time,300186460
2014,Quarter-finals,Brazil,Brazil,2,1,Colombia,,300186461
2014,Quarter-finals,Brazil,France,0,1,Germany,,300186485
2014,Semi-finals,Brazil,Brazil,1,7,Germany,,300186474
2014,Play-off for third place,Brazil,Brazil,0,3,Netherlands,,300186502
2014,Final,Brazil,Germany,1,0,Argentina,Germany win after extra time,300186501
2014,Semi-finals,Brazil,Netherlands,0,0,Argentina,Argentina win on penalties (2 - 4),300186490
2014,Quarter-finals,Brazil,Netherlands,0,0,Costa Rica,Netherlands win on penalties (4 - 3),300186488
2014,Quarter-finals,Brazil,Argentina,1,0,Belgium,,300186504
2014,Round of 16,Brazil,Netherlands,2,1,Mexico,,300186508
2014,Round of 16,Brazil,Costa Rica,1,1,Greece,Costa Rica win on penalties (5 - 3),300186459
2014,Round of 16,Brazil,Argentina,1,0,Switzerland,Argentina win after extra time,300186503
2014,Round of 16,Brazil,Belgium,2,1,USA,Belgium win after extra time,300186497
2014,Round of 16,Brazil,Brazil,1,1,Chile,Brazil win on penalties (3 - 2),300186487
2014,Round of 16,Brazil,Colombia,2,0,Uruguay,,300186491
2014,Round of 16,Brazil,Netherlands,2,1,Mexico,,300186508
2014,Round of 16,Brazil,Costa Rica,1,1,Greece,Costa Rica win on penalties (5 - 3),300186459
2014,Round of 16,Brazil,France,2,0,Nigeria,,300186462
2014,Round of 16,Brazil,Germany,2,1,Algeria,Germany win after extra time,300186460
2014,Round of 16,Brazil,Argentina,1,0,Switzerland,Argentina win after extra time,300186503
2014,Round of 16,Brazil,Belgium,2,1,USA,Belgium win after extra time,300186497
2014,Quarter-finals,Brazil,France,0,1,Germany,,300186485
2014,Quarter-finals,Brazil,Brazil,2,1,Colombia,,300186461
2014,Quarter-finals,Brazil,Argentina,1,0,Belgium,,300186504
2014,Quarter-finals,Brazil,Netherlands,0,0,Costa Rica,Netherlands win on penalties (4 - 3),300186488
2014,Semi-finals,Brazil,Brazil,1,7,Germany,,300186474
2014,Semi-finals,Brazil,Netherlands,0,0,Argentina,Argentina win on penalties (2 - 4),300186490
2014,Play-off for third place,Brazil,Brazil,0,3,Netherlands,,300186502
2014,Final,Brazil,Germany,1,0,Argentina,Germany win after extra time,300186501
2022,Final,Qatar,Argentina,3,3,France,Argentina won on penalty kicks following extra time 4-2,
2022,Third-place match,Qatar,Croatia,2,1,Morocco,,
2022,Semi-finals,Qatar,France,2,0,Morocco,,
2022,Semi-finals,Qatar,Argentina,3,0,Croatia,,
2022,Quarter-finals,Qatar,Morocco,1,0,Portugal,,
2022,Quarter-finals,Qatar,England,1,2,France,,
2022,Quarter-finals,Qatar,Croatia,1,1,Brazil,Croatia won on penalty kicks following extra time 4-2,
2022,Quarter-finals,Qatar,Netherlands,2,2,Argentina,Argentina won on penalty kicks following extra time,
2022,Round of 16,Qatar,Morocco,0,0,Spain,"Morocco won on penalty kicks following extra time, 3-0",
